"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","평균_문자대상자수","평균_통화대상자수","평균_통화량","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","총대출약정금액","주택담보대출약정금액","신용대출약정금액","자동차대출약정금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","신용카드기관수","체크카드기관수","카드사_최근1년_월평균_이용금액","가맹점합산이용금액","가맹점분류_이용비중1","가맹점분류_이용비중2","가맹점분류_이용비중3","가맹점분류_이용비중4","가맹점분류_이용비중5","가맹점분류_이용비중6","가맹점분류_이용비중7","가맹점분류_이용비중8","가맹점분류_이용비중9","가맹점분류_이용비중10","가맹점분류_이용비중11","가맹점분류_이용비중12","가맹점분류_이용비중13","가맹점분류_이용비중14","가맹점분류_이용비중15","가맹점분류_이용비중16","가맹점분류_이용비중17","가맹점분류_이용비중18","가맹점분류_이용비중19","배달앱_이용금액","제주도지역_이용금액","해외여행_이용금액","마케팅_슈퍼마켓_이용금액","마케팅_편의점_이용금액","마케팅_온라인쇼핑_이용금액","마케팅_소셜커머스_이용금액","온라인_카드사용_금액","온라인_카드사용_건수","오프라인_카드사용_금액","오프라인_카드사용_건수","주중_소비비중","3개월내_승인건수비중1","3개월내_승인건수비중2","3개월내_승인건수비중3","3개월내_승인건수비중4","3개월내_승인건수비중5","12개월내_월별_이용금액_평균","12개월내_월별_이용금액_표준편차","12개월내_월별_이용금액_최대값","12개월내_월별_이용금액_최소값","12개월내_이용금액_비중1","12개월내_이용금액_비중2","12개월내_이용금액_비중3","12개월내_이용금액_비중4","12개월내_이용금액_비중5","12개월내_이용금액_비중6","12개월내_이용금액_비중7","12개월내_이용금액_비중8","12개월내_이용금액_비중9","12개월내_이용금액_비중10","12개월내_이용금액_비중11","12개월내_이용금액_비중12","3개월내_택시_이용건수","3개월내_대중교통_총이용건수","3개월내_대중교통_이용건수1","3개월내_대중교통_이용건수2","3개월내_탑승정류장수","평일_이동_총횟수","휴일_이동_총횟수","평일_총이동거리","평일_이동속도_평균","휴일_총이동거리","휴일_이동속도_평균","택시이용_이동횟수","네비게이션이용_이동횟수","지하철_이동일수"
"용산구",1941,"남",3,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,18000,92,311770,315980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,17000,1,0,0,1,0,1,0,0,0,183000,836465.89,2931000,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"관악구",1980,"남",2,2,440,46,20,120,"세대주",0,1,1,0,0,6,65000,7,623700,608580,1,20000,0,20000,0,4593,4593,0,4011,421,0,0,5,5,2,5733000,0.323253633380216,0,0.0407876230661041,0.0246132208157525,0.0951711204875762,0.00855602437880919,0.0171120487576184,0.0317627754336615,0,0,0.00609470229723394,0.145686826066573,0,0.208860759493671,0.0280121894045945,0.0255508673230192,0.0250820440693858,0.0194561650257853,0,0,0,0,0,0,0,0,84000,16,5383000,105,0.72,0.13,0.23,0.15,0.2,0.05,1484000,1003330.21,5006000,994000,0.02,0,0.12,0,0,0.18,0,0.03,0,0,0,0,9,216,45,55,12,55,33,2000,28,2600,46,150,38,8
"구로구",1984,"남",3,0,420,28,17,160,"세대주",0,0,1,0,0,6,26790,64,180590,197090,0,26970,0,26000,0,2192,2192,0,2230,406,0,0,1,0,1,2059000,0.103460267779517,0,0,0,0.0539906103286385,0.0125195618153365,0,0,0,0,0,0.277951660580769,0,0.0288645452964702,0,0,0.000347765605981568,0,0.522865588593288,0,0,0,0,8000,0,27000,1608000,25,670000,38,0.99,0.21,0.26,0.08,0.13,0,972000,277974.96,1430000,524000,0.03,0,0.44,0,0,0.02,0,0,0,0,0,0,0,6,0,1,2,93,45,2500,28,720,36,31,0,120
"성북구",1955,"여",1,1,910,NA,NA,NA,"세대주",0,0,0,0,0,6,21000,82,158330,155070,0,0,0,0,0,63,0,63,53,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000,112846.85,384000,0,0.04,0.17,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강북구",1961,"남",0,1,910,NA,NA,NA,"세대주",0,0,1,0,0,6,NA,NA,0,0,0,102000,160000,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.2,0,0,0,192000,616453.18,2081000,0,0,0,0,0,0,0.51,0.04,0.12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"용산구",1953,"여",0,2,420,54,10,880,"세대주",0,0,1,0,0,6,20000,85,310000,302720,0,8000,0,5000,0,165,43,122,118,0,0,0,3,1,1,141000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178000,3,0.71,0,0.22,0.42,1,0,34000,77385.02,250000,0,0,0.14,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,30,29,2700,28,2000,53,17,0,19
"관악구",1952,"남",2,0,440,210,34,780,"세대주",0,1,0,0,0,6,130000,1,282000,248400,0,0,0,0,0,6311,6311,0,4920,0,0,0,6,1,4,45000,0,0,0.246984491671453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753015508328547,0,0,0,0,0,0,0,4999000,20,0,0,0.85,0,0,0.66,0.2,0.02,3189000,8974030.72,35393000,3000,0.01,0,0.23,0,0,0,0,0,0,0,0.09,0.39,1,0,0,0,0,5,4,35,8,210,34,5,0,0
"송파구",1936,"남",0,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,31000,47,1416800,1438020,0,0,0,0,0,469,0,469,568,0,0,0,1,1,1,244000,0.19948152948801,0,0,0.0646791963707064,0.120544394037589,0,0,0,0,0,0,0,0,0.615294880103694,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,252000,18,0.97,0,0.08,0.41,0.42,0,302000,179082.7,458000,0,0.03,0.01,0,0,0,0.08,0,0,0,0,0,0.21,0,4,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노원구",1976,"여",3,0,910,32,10,230,"세대주",0,0,1,0,0,6,NA,NA,0,0,0,176240,0,141000,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5000,11816.04,20000,0,0,0.28,0,0,0,0.29,0,0.15,0,0.01,0,0.01,0,67,0,8,20,55,37,1600,32,2200,58,25,5,41
"도봉구",1979,"남",0,2,510,NA,NA,NA,"세대주",0,0,0,0,0,6,44000,20,302720,310300,1,0,0,0,0,1831,1831,0,1979,89,0,0,3,3,1,1879000,0.316352150319916,0,0,0.0907912853324694,0.125941524256905,0.00356361869279987,0,0,0,0.000566939337490889,0,0,0.0159552927836721,0.16967684457763,0,0,0.0122296914230177,0.0228395561674901,0.242083097108609,31000,0,0,102000,15000,0,394000,1421000,58,1555000,82,0.94,0,0.16,0.21,0.3,0,710000,428980.07,1905000,335000,0.21,0,0.2,0,0,0.21,0,0.07,0.01,0,0.19,0.08,1,13,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"구로구",1972,"남",3,0,420,21,5,160,"세대주",0,1,1,0,0,6,56000,11,300560,307500,0,20000,0,18000,0,9078,9078,0,4941,2206,0,0,1,0,1,2068000,0.146633825944171,0,0,0.00492610837438424,0.0141215106732348,0,0.0176518883415435,0,0,0,0,0,0,0,0,0,0.136863711001642,0.186617405582923,0.493185550082102,0,0,0,0,6000,0,61000,0,0,1341000,55,0.3,0.04,0.3,0.17,0.24,0,2367000,5807976.2,26070000,766000,0,0,0.13,0,0,0.02,0,0,0,0,0.14,0,0,4,0,0,3,39,15,2700,24,330,48,30,5,60
"성동구",1975,"여",2,0,910,32,18,160,"세대주",0,0,1,0,0,6,NA,NA,0,0,0,77600,0,47200,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,49000,3,0,0,1,0,0,0,0.06,0,404000,190645.85,574000,0,0.04,0,0,0,0,0.36,0.04,0,0,0,0,0,1,0,0,0,0,140,51,1200,14,1800,80,130,8,32
"강동구",1972,"남",1,0,430,NA,NA,NA,"세대주",0,0,1,0,0,6,83000,4,681680,655500,0,50000,0,400000,0,16729,11319,5410,46759,240,0,0,3,1,11,19953000,0.123886347218878,0,0.0739826631350831,0,0.0659162051529015,0,0.230797014206598,0,0.0944497953286781,0.0279316156994943,0.0769323380688659,0.023477004575006,0.076691548278353,0,0.0116783048398748,0,0.0716951601252107,0.0125812665542981,0.109980736816759,39000,0,0,552000,90000,133000,0,4666000,207,12941000,331,0.82,0.03,0.33,0.23,0.26,0.02,14915000,18428238.11,66206000,1118000,0.02,0,0.04,0,0,0.13,0.02,0,0,0.05,0.88,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"마포구",1956,"남",0,1,420,NA,NA,NA,"세대주",0,0,1,0,0,6,38000,30,675240,690000,0,30000,0,25400,0,2145,2145,0,1854,487,0,0,1,1,1,1514000,0.575217885562713,0,0,0,0.154414550966275,0,0,0,0,0,0,0.11311102690413,0,0.109321712769989,0,0,0,0.0479348237968928,0,0,0,0,0,0,0,0,163000,2,1295000,7,0.84,0.07,0.53,0.24,0.06,0,999000,877004.65,3789000,570000,0,0,0,0,0,0.18,0,0.04,0,0,0.15,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"중랑구",1949,"남",0,2,420,31,9,85,"세대주",0,1,0,0,0,6,32000,44,1749360,1735760,0,0,0,0,0,1256,1256,0,1231,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,870000,627204.02,2465000,189000,0.06,0,0,0,0,0,0,0.01,0,0,0,0.18,0,0,0,0,0,68,6,3000,23,150,11,16,6,90
"강동구",1971,"남",2,0,910,130,50,470,"세대주",0,0,1,0,0,6,66000,7,425000,427810,1,100000,0,79894,0,7137,7137,0,5430,1967,0,143,3,0,2,5413000,0.12094522019334,0,0,0.0261009667024705,0.136197636949517,0.106337271750806,0.130182599355532,0.0132116004296455,0,0,0.00687432867883996,0.0662728249194415,0.00161117078410311,0.140171858216971,0.0789473684210526,0,0,0.019656283566058,0.153490870032223,0,0,0,199000,134000,144000,206000,581000,20,5368000,130,0.66,0.37,0.14,0.16,0.31,0,1655000,2473036.4,8595000,994000,0.02,0.02,0,0,0,0.11,0,0,0,0,0.05,0.01,10,0,0,0,0,140,60,6300,48,3500,45,170,0,160
"관악구",1955,"여",1,1,910,NA,NA,NA,"세대주",0,0,0,0,0,6,18000,92,91250,91250,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,13000,1,0,0,1,0,0,1,0,0,9000,1153.12,14000,0,0.73,0,0,0,0,0.14,0,0.1,0,0,0,0.64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노원구",1955,"남",0,0,510,NA,NA,NA,"세대주",0,0,1,0,0,6,30000,51,255000,255050,2,26000,0,12000,0,0,0,0,0,0,0,0,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6000,4,0,0,1,0,0,0.16,0,0.07,237000,1017021.09,3329000,0,0,0,0,0,0,0,0,0,0,0,0.05,0.04,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동작구",1948,"남",0,1,510,11,8,14,"세대주",0,1,1,0,1,6,33000,42,805000,805000,0,10000,0,6500,0,3804,3804,0,3508,0,0,0,1,1,1,2180000,0.632171695707607,0,0,0,0.114109647258819,0,0,0,0,0,0,0.161708457288568,0,0.0920101997450064,0,0,0,0,0,0,0,0,107000,0,0,0,468000,6,2193000,58,0.34,0.05,0.39,0.16,0.34,0,2489000,1179684.47,4588000,642000,0.02,0,0,0,0,0.24,0,0,0,0,0,0,0,21,0,4,2,96,9,2500,41,670,38,23,0,87
"노원구",1965,"남",0,2,510,NA,NA,NA,"세대주",0,1,0,0,1,6,56000,11,1479240,1479240,0,0,0,0,0,220,0,220,220,0,0,0,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496000,570772.97,2206000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양천구",1946,"남",3,0,420,20,6,69,"세대주",0,0,0,0,0,6,25000,68,115870,120000,0,0,0,0,0,508,7,501,581,0,0,0,1,1,1,311000,0.0973184357541899,0,0,0.00156424581005587,0.106480446927374,0,0,0,0,0,0,0.610055865921788,0,0.184581005586592,0,0,0,0,0,0,0,0,3000,0,0,0,361000,9,254000,19,0.86,0.26,0.07,0.12,0.26,0,274000,202036.1,752000,44000,0.07,0,0.13,0,0,0.45,0,0,0,0,0,0.09,0,0,0,0,0,23,19,710,18,240,18,14,6,14
"마포구",1945,"여",2,0,910,NA,NA,NA,"세대주",0,0,1,0,0,6,29000,54,696590,689870,0,160000,149000,0,0,1740,1740,0,1732,0,0,0,2,0,1,1579000,0.0559403303143314,0,0,0,0.352157698454981,0,0,0,0,0,0,0.0974960042621204,0,0.494405966968567,0,0,0,0,0,0,0,0,132000,1000,0,0,0,0,1495000,37,1,0.02,0.36,0.25,0.39,0,511000,221553.98,965000,359000,0.04,0,0,0,0,0.02,0,0.03,0,0,0,0.04,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서대문구",1987,"남",2,0,410,53,23,370,"세대주",0,0,1,0,0,6,47000,17,223310,206250,2,25000,0,25000,0,9018,8357,661,7690,0,0,0,1,4,3,5922000,0.072086072922893,0,0,0.0260609683203825,0.0295277943813509,0,0.0748356246264196,0,0,0,0,0.0164973102211596,0.364255827854154,0.132934847579199,0,0,0,0,0.283801554094441,249000,0,0,3000,0,0,198000,2144000,69,5051000,58,0.94,0.13,0.26,0.27,0.27,0.04,2385000,692730.98,3827000,1310000,0.02,0,0.44,0,0,0.01,0,0.02,0,0,0.04,0.03,8,32,1,2,13,19,13,3800,41,860,41,22,34,25
"성동구",1977,"남",1,3,910,NA,NA,NA,"세대주",0,1,1,0,0,6,46000,18,484890,492550,0,130740,93700,17000,0,13087,13087,0,4091,332,13532,0,2,1,3,9887000,0.330415608713083,0.0733662969397301,0.00427635974876387,0,0.0314045169049846,0.00928771882934652,0.0447681411198717,0.0125618067619939,0,0.00734999331818789,0,0.00881999198182547,0.249966590939463,0.0376854202859816,0,0,0.000467726847521048,0.0217158893491915,0.167913938260056,656000,0,0,100000,221000,220000,749000,6749000,122,5507000,168,0.69,0.17,0.21,0.08,0.18,0.03,5572000,1375173.1,9111000,4244000,0.01,0.04,0.02,0,0,0.38,0.01,0.01,0,0,0.11,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"중랑구",1957,"남",0,1,910,110,23,300,"세대주",0,1,0,0,0,6,27000,60,542100,526300,0,0,0,0,0,4976,4946,30,3572,831,0,0,1,1,2,1070000,0.135282258064516,0,0,0,0.259173387096774,0.00272177419354839,0.24616935483871,0,0,0,0,0.232560483870968,0,0.0172379032258065,0,0,0,0.106854838709677,0,0,0,0,120000,0,0,0,258000,12,789000,16,0.73,0.28,0.18,0.05,0.33,0,1296000,1634159.93,7249000,144000,0.06,0.02,0.24,0,0,0.05,0,0.04,0,0,0,0.02,0,24,0,8,13,87,62,1500,38,1000,37,36,14,120
"강남구",1977,"남",2,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,72000,6,695010,705000,0,0,0,0,0,916,58,858,1288,0,0,85,2,3,1,456000,0.55889840314742,0.00821569081231197,0,0.0283499190002314,0.157602406850266,0,0,0,0,0,0,0,0,0.0519555658412405,0,0,0.0285813469104374,0.0326313353390419,0.133765332099051,0,0,0,18000,11000,251000,279000,210000,8,485000,30,0.7,0,1,0.09,0.2,0.16,470000,133979.58,759000,336000,0.03,0,0.03,0,0.02,0.27,0,0,0,0.02,0.05,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서대문구",1988,"남",0,0,510,10,9,63,"세대주",0,0,1,0,0,6,53930,12,272800,275080,0,610000,465600,78000,0,3561,1817,1744,2166,0,0,0,1,1,1,1230000,0.32937492614912,0.00496277915632754,0.00124069478908189,0,0,0,0.0179605340895663,0.00419473000118161,0,0,0.00963015479144511,0.0134113198629328,0,0.0284178187403994,0,0,0,0.590807042419946,0,0,0,0,0,0,0,0,471000,7,664000,33,0.85,0.21,0.12,0.13,0.26,0.05,937000,223903.13,1263000,310000,0.05,0,0.31,0,0,0.46,0,0.01,0,0,0,0.01,0,0,0,0,0,120,41,340,32,2000,39,160,38,41
"강동구",1947,"남",2,0,510,NA,NA,NA,"세대주",0,0,1,0,1,6,41000,24,547500,530000,0,134000,100000,20000,0,0,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0,0,0,51000,43004.43,125000,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"마포구",1960,"남",0,0,910,NA,NA,NA,"세대주",0,1,1,0,0,6,27000,60,1327080,1317770,0,25000,0,25400,0,1155,1155,0,1117,162,0,0,1,1,1,865000,0.137095088819227,0,0,0,0,0,0,0,0,0,0,0.0668756530825496,0,0.0994078718216649,0,0,0,0.696621386276559,0,0,0,0,0,0,0,0,175000,3,954000,34,0.33,0.11,0.32,0.27,0.17,0,378000,630324.37,2209000,60000,0,0,0,0,0,0.14,0,0.09,0,0,0.2,0.03,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성북구",1980,"여",4,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,35760,36,206250,206110,0,0,0,0,0,401,20,381,306,0,0,0,2,2,1,422000,0,0,0,0,0,0,0,0,0,0,0,0,0.0178202479338843,0,0,0,0,0,0.982179752066116,0,0,0,0,0,0,0,8000,1,411000,4,1,0,0.5,0.66,0.14,0,194000,29995.46,276000,112000,0.01,0,0.97,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"영등포구",1947,"남",2,0,510,NA,NA,NA,"세대주",0,0,1,0,0,6,31000,47,150040,149490,1,30000,40000,0,0,2456,2456,0,2263,0,0,28,3,1,1,1894000,0.113886233269598,0,0,0,0.397466539196941,0,0,0,0,0,0,0.0470841300191205,0,0.0227055449330784,0,0,0.0809034416826004,0.337954110898662,0,0,0,0,0,0,0,0,0,0,1851000,35,0.51,0.24,0.71,0.06,0.08,0,775000,489368.18,2121000,217000,0.03,0,0,0,0,0.14,0,0.09,0,0,0,0.01,0,62,0,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동대문구",1979,"여",4,1,510,NA,NA,NA,"세대주",0,0,1,0,1,6,51000,14,1045500,856970,2,330600,0,124594,45000,14687,14687,0,17507,2932,0,61,5,1,11,20882000,0.0029179810725552,0,0.0806782334384858,0.0178233438485804,0.0328864353312303,0,0.45717665615142,0.00244479495268139,0,0.0130914826498423,0.13493690851735,0,0.156230283911672,0.00378548895899054,0.0683753943217666,0,0.0027602523659306,0.0268927444794953,0,0,0,0,152000,194000,0,0,10192000,42,19503000,410,0.82,0.03,0.33,0.29,0.26,0.02,14915000,7585739.41,34126000,1809000,0.03,0.05,0.01,0,0,0.03,0,0,0.01,0,0.16,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강북구",1947,"남",1,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,27000,60,180000,121540,0,0,0,0,0,494,494,0,509,0,0,0,1,1,1,376000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1,337000,12,1,1,0,0.07,0,0,187000,186003.42,551000,9000,0.09,0,0,0,0,0.22,0,0.04,0,0.01,0,0.14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"도봉구",1950,"남",2,0,510,NA,NA,NA,"세대주",0,1,1,0,1,6,41000,24,2780750,2554820,0,22700,0,10000,0,3232,3232,0,2091,1347,0,0,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1969000,20,0,0,1,0.2,0,0,0,0,1092000,942230.63,3717000,316000,0.05,0,0.05,0,0,0.24,0,0.01,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"은평구",1977,"여",2,2,910,30,17,1200,"세대주",0,0,0,0,0,6,28000,57,285000,283750,0,0,0,0,0,2249,2192,57,2245,0,0,0,1,2,1,2244000,0.0358454718176061,0,0,0.118049398353388,0.0391386953768208,0.0146928435718809,0,0,0,0.0225459151361621,0,0,0,0,0,0,0.175047498416719,0.428245725142495,0.166434452184927,0,0,0,0,53000,0,195000,1330000,38,862000,67,0.53,0.08,0.18,0.29,0.17,0.02,1182000,1244347.63,4149000,29000,0,0.08,0.2,0,0,0.14,0,0,0,0,0.02,0,2,62,12,19,18,150,68,4000,43,3300,58,83,5,22
"은평구",1975,"남",2,0,410,NA,NA,NA,"세대주",0,1,1,1,0,6,69000,6,632500,523580,0,293000,260000,1500,0,8441,125,8316,8340,0,0,0,3,1,3,4588000,0.315124522814034,0,0.00672604980912561,0.00290856207962189,0.03953826576986,0,0.0932557716778767,0,0,0,0.00581712415924377,0,0.00245409925468097,0.35684421014361,0.0627158698418469,0,0.000363570259952736,0,0.114251954190147,0,0,0,42000,12000,0,0,2964000,34,2818000,114,0.74,0.22,0.19,0.27,0.21,0.01,2756000,755403.72,3629000,799000,0.03,0.01,0.38,0,0.02,0.3,0,0.01,0,0,0.1,0.01,0,13,9,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동작구",1965,"남",1,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,34830,39,98410,91250,1,40000,0,40000,10000,2967,2967,0,3499,0,0,0,1,2,1,782000,0.0960509844087857,0,0,0,0.731876635939456,0,0.0192329577785365,0,0,0,0.0171844770683965,0,0.0867190167292591,0,0,0,0,0,0.0489359280755662,0,0,0,30000,0,0,13000,15000,2,582000,9,1,0.24,0.22,0.15,0.22,0.01,2946000,7216865.24,22619000,86000,0.02,0,0.06,0,0,0.01,0,0.03,0,0,0,0,0,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"구로구",1963,"여",0,0,510,29,8,110,"세대주",0,0,1,0,0,6,26000,64,285310,96840,0,157900,160000,5000,0,3541,1388,2153,4791,0,0,0,1,2,2,5457000,0.229301342615614,0,0.133639980109398,0,0.124627051218299,0,0.108217304823471,0.00360517155643958,0,0.0142963699651914,0,0,0.00459970164097464,0.0650795624067628,0,0,0.0471780208851318,0.269455494778717,0,0,0,0,633000,85000,0,0,394000,23,4748000,192,0.73,0.26,0.16,0.24,0.05,0.01,1508000,1527090.58,6261000,372000,0.07,0.05,0.01,0,0,0.15,0,0.02,0.01,0,0.06,0.01,6,0,0,0,0,150,54,4500,32,1200,33,84,9,170
"용산구",1946,"남",2,0,910,NA,NA,NA,"세대주",0,1,0,0,0,6,21000,82,3242090,3172216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,43004.43,114000,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강서구",1975,"남",2,1,420,NA,NA,NA,"세대주",0,0,0,0,0,6,59000,10,196170,196170,1,0,0,0,0,1851,0,1851,2541,0,0,0,0,6,1,2017000,0.00895140664961637,0,0,0.0255754475703325,0,0,0.00999767495931179,0,0,0,0,0,0,0,0,0,0.0112764473378284,0,0.944199023482911,59000,0,0,0,0,19000,0,10000,1,862000,23,0.7,0,0,0.25,0.48,0,925000,413647.35,1688000,436000,0.07,0,0.69,0,0,0,0,0,0,0,0,0,1,9,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"은평구",1949,"남",2,1,910,NA,NA,NA,"세대주",0,1,1,0,0,6,25000,68,235000,225000,0,25000,0,25000,0,604,604,0,552,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.14,0.23,0,685000,493652.27,1811000,44000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성북구",1974,"여",2,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,35000,36,160000,176030,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10000,8268.1,31000,0,0.4,0,0.06,0,0,0.85,0,0,0.35,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양천구",1978,"남",4,0,420,NA,NA,NA,"세대주",0,1,1,0,0,6,33000,42,958250,841660,2,31400,0,27360,31500,3531,3517,14,3222,0,0,0,1,5,2,2794000,0.0999457994579946,0,0,0.182005420054201,0.0176693766937669,0,0.0473712737127371,0,0,0.0949593495934959,0,0.155447154471545,0.357940379403794,0.0446612466124661,0,0,0,0,0,0,16000,0,0,0,0,0,1609000,45,2651000,262,0.83,0.17,0.23,0.14,0.14,0,1822000,858492.77,3562000,1083000,0.23,0.05,0.03,0,0,0.07,0,0,0,0,0.01,0.01,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강북구",1967,"남",0,0,910,NA,NA,NA,"세대주",0,1,1,1,0,6,28000,57,348690,348690,0,30000,0,25000,0,1572,0,1572,1707,0,0,0,0,6,1,1631000,0.298572315332092,0,0,0.0656734947237741,0.321415270018622,0,0,0,0,0,0,0.0922408441961515,0,0.00223463687150838,0,0,0,0.219863438857852,0,0,0,0,25000,328000,0,0,0,0,1735000,44,0.85,0.14,0.09,0.25,0.3,0.07,442000,291769.13,1177000,84000,0.04,0.23,0.02,0,0,0.2,0,0,0,0,0,0,0,14,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
